#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
5001,无底洞1-10,10001,桤木西,无底洞1-10,无底洞1-10,,主线,1,,,无底洞1-10#lime（已完成),与%s对话,
5003,无底洞2-10,10001,桤木西,无底洞2-10,无底洞2-10,,主线,1,,,无底洞2-10#lime（已完成),与%s对话,
5005,无底洞3-10,10001,桤木西,无底洞3-10,无底洞3-10,,主线,1,,,无底洞3-10#lime（已完成),与%s对话,
5007,无底洞4-10,10001,桤木西,无底洞4-10,无底洞4-10,,主线,1,,,无底洞4-10#lime（已完成),与%s对话,
5009,无底洞5-10,10001,桤木西,无底洞5-10,无底洞5-10,,主线,1,,,无底洞5-10#lime（已完成),与%s对话,
5011,无底洞6-10,10001,桤木西,无底洞6-10,无底洞6-10,,主线,1,,,无底洞6-10#lime（已完成),与%s对话,
5013,无底洞7-10,10001,桤木西,无底洞7-10,无底洞7-10,,主线,1,,,无底洞7-10#lime（已完成),与%s对话,
5015,无底洞8-10,10001,桤木西,无底洞8-10,无底洞8-10,,主线,1,,,无底洞8-10#lime（已完成),与%s对话,
5017,无底洞9-10,10001,桤木西,无底洞9-10,无底洞9-10,,主线,1,,,无底洞9-10#lime（已完成),与%s对话,
5019,无底洞10-10,10001,桤木西,无底洞10-10,无底洞10-10,,主线,1,,,无底洞10-10#lime（已完成),与%s对话,
5021,无底洞11-10,10001,桤木西,无底洞11-10,无底洞11-10,,主线,1,,,无底洞11-10#lime（已完成),与%s对话,
5023,无底洞12-10,10001,桤木西,无底洞12-10,无底洞12-10,,主线,1,,,无底洞12-10#lime（已完成),与%s对话,
5025,无底洞13-10,10001,桤木西,无底洞13-10,无底洞13-10,,主线,1,,,无底洞13-10#lime（已完成),与%s对话,
5027,无底洞14-10,10001,桤木西,无底洞14-10,无底洞14-10,,主线,1,,,无底洞14-10#lime（已完成),与%s对话,
5029,无底洞15-10,10001,桤木西,无底洞15-10,无底洞15-10,,主线,1,,,无底洞15-10#lime（已完成),与%s对话,
5031,无底洞16-10,10001,桤木西,无底洞16-10,无底洞16-10,,主线,1,,,无底洞16-10#lime（已完成),与%s对话,
5033,前往蜘蛛洞,10001,桤木西,前往蜘蛛洞,前往蜘蛛洞,,主线,1,,,前往蜘蛛洞#lime（已完成),与%s对话,
5035,蜘蛛洞1-10,10001,桤木西,蜘蛛洞1-10,蜘蛛洞1-10,,主线,1,,,蜘蛛洞1-10#lime（已完成),与%s对话,
5037,蜘蛛洞2-10,10001,桤木西,蜘蛛洞2-10,蜘蛛洞2-10,,主线,1,,,蜘蛛洞2-10#lime（已完成),与%s对话,
5039,蜘蛛洞3-10,10001,桤木西,蜘蛛洞3-10,蜘蛛洞3-10,,主线,1,,,蜘蛛洞3-10#lime（已完成),与%s对话,
5041,蜘蛛洞4-10,10001,桤木西,蜘蛛洞4-10,蜘蛛洞4-10,,主线,1,,,蜘蛛洞4-10#lime（已完成),与%s对话,
5043,蜘蛛洞5-10,10001,桤木西,蜘蛛洞5-10,蜘蛛洞5-10,,主线,1,,,蜘蛛洞5-10#lime（已完成),与%s对话,
