@id,path,width,height
#id,path,width,height
100020400,data/map/10002/bg_04_00.jpg,64,64
100020500,data/map/10002/bg_05_00.jpg,64,64
100020600,data/map/10002/bg_06_00.jpg,64,64
100020700,data/map/10002/bg_07_00.jpg,64,64
100020800,data/map/10002/bg_08_00.jpg,64,64
100020900,data/map/10002/bg_09_00.jpg,64,64
100021000,data/map/10002/bg_10_00.jpg,64,64
100021100,data/map/10002/bg_11_00.jpg,64,64
100021200,data/map/10002/bg_12_00.jpg,64,64
100021300,data/map/10002/bg_13_00.jpg,64,64
100021400,data/map/10002/bg_14_00.jpg,64,64
100021500,data/map/10002/bg_15_00.jpg,64,64
100021600,data/map/10002/bg_16_00.jpg,64,64
100021700,data/map/10002/bg_17_00.jpg,64,64
100021800,data/map/10002/bg_18_00.jpg,64,64
100021900,data/map/10002/bg_19_00.jpg,64,64
100022000,data/map/10002/bg_20_00.jpg,64,64
100022100,data/map/10002/bg_21_00.jpg,64,64
100022200,data/map/10002/bg_22_00.jpg,64,64
100022300,data/map/10002/bg_23_00.jpg,64,64
100022400,data/map/10002/bg_24_00.jpg,64,64
100022500,data/map/10002/bg_25_00.jpg,64,64
100022600,data/map/10002/bg_26_00.jpg,64,64
100020401,data/map/10002/bg_04_01.jpg,64,64
100020501,data/map/10002/bg_05_01.jpg,64,64
100020601,data/map/10002/bg_06_01.jpg,64,64
100020701,data/map/10002/bg_07_01.jpg,64,64
100020801,data/map/10002/bg_08_01.jpg,64,64
100020901,data/map/10002/bg_09_01.jpg,64,64
100021001,data/map/10002/bg_10_01.jpg,64,64
100021101,data/map/10002/bg_11_01.jpg,64,64
100021201,data/map/10002/bg_12_01.jpg,64,64
100021301,data/map/10002/bg_13_01.jpg,64,64
100021401,data/map/10002/bg_14_01.jpg,64,64
100021501,data/map/10002/bg_15_01.jpg,64,64
100021601,data/map/10002/bg_16_01.jpg,64,64
100021701,data/map/10002/bg_17_01.jpg,64,64
100021801,data/map/10002/bg_18_01.jpg,64,64
100021901,data/map/10002/bg_19_01.jpg,64,64
100022001,data/map/10002/bg_20_01.jpg,64,64
100022101,data/map/10002/bg_21_01.jpg,64,64
100022201,data/map/10002/bg_22_01.jpg,64,64
100022301,data/map/10002/bg_23_01.jpg,64,64
100022401,data/map/10002/bg_24_01.jpg,64,64
100022501,data/map/10002/bg_25_01.jpg,64,64
100022601,data/map/10002/bg_26_01.jpg,64,64
100020402,data/map/10002/bg_04_02.jpg,64,64
100020502,data/map/10002/bg_05_02.jpg,64,64
100020602,data/map/10002/bg_06_02.jpg,64,64
100020702,data/map/10002/bg_07_02.jpg,64,64
100020802,data/map/10002/bg_08_02.jpg,64,64
100020902,data/map/10002/bg_09_02.jpg,64,64
100021002,data/map/10002/bg_10_02.jpg,64,64
100021102,data/map/10002/bg_11_02.jpg,64,64
100021202,data/map/10002/bg_12_02.jpg,64,64
100021302,data/map/10002/bg_13_02.jpg,64,64
100021402,data/map/10002/bg_14_02.jpg,64,64
100021502,data/map/10002/bg_15_02.jpg,64,64
100021602,data/map/10002/bg_16_02.jpg,64,64
100021702,data/map/10002/bg_17_02.jpg,64,64
100021802,data/map/10002/bg_18_02.jpg,64,64
100021902,data/map/10002/bg_19_02.jpg,64,64
100022002,data/map/10002/bg_20_02.jpg,64,64
100022102,data/map/10002/bg_21_02.jpg,64,64
100022202,data/map/10002/bg_22_02.jpg,64,64
100022302,data/map/10002/bg_23_02.jpg,64,64
100022402,data/map/10002/bg_24_02.jpg,64,64
100022502,data/map/10002/bg_25_02.jpg,64,64
100022602,data/map/10002/bg_26_02.jpg,64,64
100020403,data/map/10002/bg_04_03.jpg,64,64
100020503,data/map/10002/bg_05_03.jpg,64,64
100020603,data/map/10002/bg_06_03.jpg,64,64
100020703,data/map/10002/bg_07_03.jpg,64,64
100020803,data/map/10002/bg_08_03.jpg,64,64
100020903,data/map/10002/bg_09_03.jpg,64,64
100021003,data/map/10002/bg_10_03.jpg,64,64
100021103,data/map/10002/bg_11_03.jpg,64,64
100021203,data/map/10002/bg_12_03.jpg,64,64
100021303,data/map/10002/bg_13_03.jpg,64,64
100021403,data/map/10002/bg_14_03.jpg,64,64
100021503,data/map/10002/bg_15_03.jpg,64,64
100021603,data/map/10002/bg_16_03.jpg,64,64
100021703,data/map/10002/bg_17_03.jpg,64,64
100021803,data/map/10002/bg_18_03.jpg,64,64
100021903,data/map/10002/bg_19_03.jpg,64,64
100022003,data/map/10002/bg_20_03.jpg,64,64
100022103,data/map/10002/bg_21_03.jpg,64,64
100022203,data/map/10002/bg_22_03.jpg,64,64
100022303,data/map/10002/bg_23_03.jpg,64,64
100022403,data/map/10002/bg_24_03.jpg,64,64
100022503,data/map/10002/bg_25_03.jpg,64,64
100022603,data/map/10002/bg_26_03.jpg,64,64
100020004,data/map/10002/bg_00_04.jpg,64,64
100020104,data/map/10002/bg_01_04.jpg,64,64
100020204,data/map/10002/bg_02_04.jpg,64,64
100020304,data/map/10002/bg_03_04.jpg,64,64
100020404,data/map/10002/bg_04_04.jpg,64,64
100020504,data/map/10002/bg_05_04.jpg,64,64
100020604,data/map/10002/bg_06_04.jpg,64,64
100020704,data/map/10002/bg_07_04.jpg,64,64
100020804,data/map/10002/bg_08_04.jpg,64,64
100020904,data/map/10002/bg_09_04.jpg,64,64
100021004,data/map/10002/bg_10_04.jpg,64,64
100021104,data/map/10002/bg_11_04.jpg,64,64
100021204,data/map/10002/bg_12_04.jpg,64,64
100021304,data/map/10002/bg_13_04.jpg,64,64
100021404,data/map/10002/bg_14_04.jpg,64,64
100021504,data/map/10002/bg_15_04.jpg,64,64
100021604,data/map/10002/bg_16_04.jpg,64,64
100021704,data/map/10002/bg_17_04.jpg,64,64
100021804,data/map/10002/bg_18_04.jpg,64,64
100021904,data/map/10002/bg_19_04.jpg,64,64
100022004,data/map/10002/bg_20_04.jpg,64,64
100022104,data/map/10002/bg_21_04.jpg,64,64
100022204,data/map/10002/bg_22_04.jpg,64,64
100022304,data/map/10002/bg_23_04.jpg,64,64
100022404,data/map/10002/bg_24_04.jpg,64,64
100022504,data/map/10002/bg_25_04.jpg,64,64
100022604,data/map/10002/bg_26_04.jpg,64,64
100020005,data/map/10002/bg_00_05.jpg,64,64
100020105,data/map/10002/bg_01_05.jpg,64,64
100020205,data/map/10002/bg_02_05.jpg,64,64
100020305,data/map/10002/bg_03_05.jpg,64,64
100020405,data/map/10002/bg_04_05.jpg,64,64
100020505,data/map/10002/bg_05_05.jpg,64,64
100020605,data/map/10002/bg_06_05.jpg,64,64
100020705,data/map/10002/bg_07_05.jpg,64,64
100020805,data/map/10002/bg_08_05.jpg,64,64
100020905,data/map/10002/bg_09_05.jpg,64,64
100021005,data/map/10002/bg_10_05.jpg,64,64
100021105,data/map/10002/bg_11_05.jpg,64,64
100021205,data/map/10002/bg_12_05.jpg,64,64
100021305,data/map/10002/bg_13_05.jpg,64,64
100021405,data/map/10002/bg_14_05.jpg,64,64
100021505,data/map/10002/bg_15_05.jpg,64,64
100021605,data/map/10002/bg_16_05.jpg,64,64
100021705,data/map/10002/bg_17_05.jpg,64,64
100021805,data/map/10002/bg_18_05.jpg,64,64
100021905,data/map/10002/bg_19_05.jpg,64,64
100022005,data/map/10002/bg_20_05.jpg,64,64
100022105,data/map/10002/bg_21_05.jpg,64,64
100022205,data/map/10002/bg_22_05.jpg,64,64
100022305,data/map/10002/bg_23_05.jpg,64,64
100022405,data/map/10002/bg_24_05.jpg,64,64
100022505,data/map/10002/bg_25_05.jpg,64,64
100022605,data/map/10002/bg_26_05.jpg,64,64
100020006,data/map/10002/bg_00_06.jpg,64,64
100020106,data/map/10002/bg_01_06.jpg,64,64
100020206,data/map/10002/bg_02_06.jpg,64,64
100020306,data/map/10002/bg_03_06.jpg,64,64
100020406,data/map/10002/bg_04_06.jpg,64,64
100020506,data/map/10002/bg_05_06.jpg,64,64
100020606,data/map/10002/bg_06_06.jpg,64,64
